# Structural comparison of ca/userGuide.t2t against ca/userGuide-newRevisions/10490/userGuide.t2t
en 11.8. start:1528 paragraphs:2, tables:1, lists:0
ca 11.8. start:1533 paragraphs:2, tables:1, lists:0
en 11.9. start:1558 paragraphs:2, tables:1, lists:0
ca 11.9. start:1563 paragraphs:2, tables:1, lists:0
en 11.10. start:1621 paragraphs:2, tables:1, lists:0
ca 11.10. start:1626 paragraphs:2, tables:1, lists:0
en 11.11. start:1634 paragraphs:2, tables:1, lists:0
ca 11.11. start:1639 paragraphs:2, tables:1, lists:0
en 11.12. start:1656 paragraphs:8, tables:3, lists:2
ca 11.12. start:1661 paragraphs:8, tables:3, lists:2
en 11.13. start:1735 paragraphs:8, tables:4, lists:1
ca 11.13. start:1740 paragraphs:8, tables:4, lists:1
en 11.14. start:1816 paragraphs:4, tables:1, lists:1
ca 11.14. start:1821 paragraphs:4, tables:1, lists:1
en 11.15. start:1864 paragraphs:3, tables:1, lists:0
ca 11.15. start:1869 paragraphs:5, tables:1, lists:2
en 12. start:1884 paragraphs:2, tables:2, lists:0
ca 12. start:1927 paragraphs:0, tables:0, lists:0
ca 12.1. start:1929 paragraphs:6, tables:3, lists:0
ca 12.2. start:1968 paragraphs:2, tables:0, lists:0
en 13. start:1921 paragraphs:0, tables:0, lists:0
ca 13. start:1977 paragraphs:1, tables:0, lists:0
en 13.1. start:1923 paragraphs:2, tables:0, lists:0
en 14. start:1932 paragraphs:1, tables:0, lists:0
# end of comparison
